日志创建2021-06-21 余额100000，获得银子：600000000,来源代号给予，银子余额600100000
2021-06-21 余额169798，获得银子：37924,来源代号抓鬼，银子余额207722
2021-06-21 余额2852288，获得储备：18962,来源代号抓鬼，储备余额2871250
2021-06-21 获得经验：799848,来源代号抓鬼
2021-06-21 余额207722，获得银子：38522,来源代号抓鬼，银子余额246244
2021-06-21 余额2871250，获得储备：19261,来源代号抓鬼，储备余额2890511
2021-06-21 获得经验：856980,来源代号抓鬼
2021-06-21 余额246244，获得银子：42305,来源代号抓鬼，银子余额288549
2021-06-21 余额2890511，获得储备：21152,来源代号抓鬼，储备余额2911663
2021-06-21 获得经验：914112,来源代号抓鬼
2021-06-21 余额288549，获得银子：44440,来源代号抓鬼，银子余额332989
2021-06-21 余额2911663，获得储备：22220,来源代号抓鬼，储备余额2933883
2021-06-21 获得经验：971244,来源代号抓鬼
2021-06-21 余额332989，获得银子：46204,来源代号抓鬼，银子余额379193
2021-06-21 余额2933883，获得储备：23102,来源代号抓鬼，储备余额2956985
2021-06-21 获得经验：1028376,来源代号抓鬼
2021-06-21 余额379193，获得银子：49133,来源代号抓鬼，银子余额428326
2021-06-21 余额2956985，获得储备：24566,来源代号抓鬼，储备余额2981551
2021-06-21 获得经验：1085508,来源代号抓鬼
2021-06-21 余额428326，获得银子：50082,来源代号抓鬼，银子余额478408
2021-06-21 余额2981551，获得储备：25041,来源代号抓鬼，储备余额3006592
2021-06-21 获得经验：1142640,来源代号抓鬼
2021-06-21 余额478408，获得银子：53296,来源代号抓鬼，银子余额531704
2021-06-21 余额3006592，获得储备：26648,来源代号抓鬼，储备余额3033240
2021-06-21 获得经验：628452,来源代号抓鬼
2021-06-21 余额531704，获得银子：32367,来源代号抓鬼，银子余额564071
2021-06-21 余额3033240，获得储备：16183,来源代号抓鬼，储备余额3049423
2021-06-21 获得经验：685584,来源代号抓鬼
2021-06-21 余额564071，获得银子：34505,来源代号抓鬼，银子余额598576
2021-06-21 余额3049423，获得储备：17252,来源代号抓鬼，储备余额3066675
2021-06-21 获得经验：742716,来源代号抓鬼
2021-06-21 余额598576，获得银子：36617,来源代号抓鬼，银子余额635193
2021-06-21 余额3066675，获得储备：18308,来源代号抓鬼，储备余额3084983
2021-06-21 获得经验：799848,来源代号抓鬼
2021-06-21 余额635193，获得银子：38480,来源代号抓鬼，银子余额673673
2021-06-21 余额3084983，获得储备：19240,来源代号抓鬼，储备余额3104223
2021-06-21 获得经验：856980,来源代号抓鬼
2021-06-21 余额673673，获得银子：41882,来源代号抓鬼，银子余额715555
2021-06-21 余额3104223，获得储备：20941,来源代号抓鬼，储备余额3125164
2021-06-21 获得经验：914112,来源代号抓鬼
2021-06-21 余额715555，获得银子：43950,来源代号抓鬼，银子余额759505
2021-06-21 余额3125164，获得储备：21975,来源代号抓鬼，储备余额3147139
2021-06-21 获得经验：971244,来源代号抓鬼
2021-06-21 余额759505，获得银子：46220,来源代号抓鬼，银子余额805725
2021-06-21 余额3147139，获得储备：23110,来源代号抓鬼，储备余额3170249
2021-06-21 获得经验：1028376,来源代号抓鬼
2021-06-21 余额805725，获得银子：46963,来源代号抓鬼，银子余额852688
2021-06-21 余额3170249，获得储备：23481,来源代号抓鬼，储备余额3193730
2021-06-21 余额852688，获得银子：35000,来源代号仙气十足，银子余额887688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额887688，获得银子：35000,来源代号仙气十足，银子余额922688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额922688，获得银子：35000,来源代号仙气十足，银子余额957688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额957688，获得银子：35000,来源代号仙气十足，银子余额992688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额992688，获得银子：35000,来源代号仙气十足，银子余额1027688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1027688，获得银子：35000,来源代号仙气十足，银子余额1062688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1062688，获得银子：35000,来源代号仙气十足，银子余额1097688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1097688，获得银子：35000,来源代号仙气十足，银子余额1132688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1132688，获得银子：35000,来源代号仙气十足，银子余额1167688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1167688，获得银子：35000,来源代号仙气十足，银子余额1202688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1202688，获得银子：35000,来源代号仙气十足，银子余额1237688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1237688，获得银子：35000,来源代号仙气十足，银子余额1272688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1272688，获得银子：35000,来源代号仙气十足，银子余额1307688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1307688，获得银子：35000,来源代号仙气十足，银子余额1342688
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1342688，获得银子：72684,来源代号出售魔女发冠，银子余额1415372
2021-06-21 余额1415372，获得银子：40000,来源代号泡泡，银子余额1455372
2021-06-21 获得经验：1142640,来源代号泡泡
2021-06-21 余额1455372，获得银子：40000,来源代号泡泡，银子余额1495372
2021-06-21 获得经验：1142640,来源代号泡泡
2021-06-21 获得经验：1142640,来源代号妖魔
2021-06-21 余额3193730，获得储备：500000,来源代号妖魔，储备余额3693730
2021-06-21 余额1495372，获得银子：40000,来源代号泡泡，银子余额1535372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1535372，获得银子：40000,来源代号泡泡，银子余额1575372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1575372，获得银子：40000,来源代号泡泡，银子余额1615372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1615372，获得银子：40000,来源代号泡泡，银子余额1655372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额3693730，获得储备：95000000,来源代号维护奖励，储备余额98693730
2021-06-21 获得经验：752238,来源代号维护奖励
2021-06-21 [给予]获得(zhouhong1)道具：烈焰澜翻
2021-06-21 余额1655372，获得银子：40000,来源代号泡泡，银子余额1695372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1695372，获得银子：40000,来源代号泡泡，银子余额1735372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1735372，获得银子：40000,来源代号泡泡，银子余额1775372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1775372，获得银子：200000,来源代号星宿，银子余额1975372
2021-06-21 获得经验：200000,来源代号星宿
2021-06-21 余额1975372，获得银子：2000000,来源代号给予，银子余额3975372
2021-06-21 [给予]获得(zhouhong1)银子：2000000
2021-06-21 余额3975372，失去银子：1000000,来源代号脱离门派，银子余额2975372
2021-06-21 余额98693730，失去银子：24,来源代号技能学习，储备余额98693706
2021-06-21 余额98693706，失去银子：38,来源代号技能学习，储备余额98693668
2021-06-21 余额98693668，失去银子：56,来源代号技能学习，储备余额98693612
2021-06-21 余额98693612，失去银子：76,来源代号技能学习，储备余额98693536
2021-06-21 余额98693536，失去银子：102,来源代号技能学习，储备余额98693434
2021-06-21 余额98693434，失去银子：134,来源代号技能学习，储备余额98693300
2021-06-21 余额98693300，失去银子：172,来源代号技能学习，储备余额98693128
2021-06-21 余额98693128，失去银子：220,来源代号技能学习，储备余额98692908
2021-06-21 余额98692908，失去银子：278,来源代号技能学习，储备余额98692630
2021-06-21 余额98692630，失去银子：348,来源代号技能学习，储备余额98692282
2021-06-21 余额98692282，失去银子：432,来源代号技能学习，储备余额98691850
2021-06-21 余额98691850，失去银子：532,来源代号技能学习，储备余额98691318
2021-06-21 余额98691318，失去银子：650,来源代号技能学习，储备余额98690668
2021-06-21 余额98690668，失去银子：786,来源代号技能学习，储备余额98689882
2021-06-21 余额98689882，失去银子：944,来源代号技能学习，储备余额98688938
2021-06-21 余额98688938，失去银子：1126,来源代号技能学习，储备余额98687812
2021-06-21 余额98687812，失去银子：1334,来源代号技能学习，储备余额98686478
2021-06-21 余额98686478，失去银子：1572,来源代号技能学习，储备余额98684906
2021-06-21 余额98684906，失去银子：1838,来源代号技能学习，储备余额98683068
2021-06-21 余额98683068，失去银子：2140,来源代号技能学习，储备余额98680928
2021-06-21 余额98680928，失去银子：2476,来源代号技能学习，储备余额98678452
2021-06-21 余额98678452，失去银子：2852,来源代号技能学习，储备余额98675600
2021-06-21 余额98675600，失去银子：3272,来源代号技能学习，储备余额98672328
2021-06-21 余额98672328，失去银子：3736,来源代号技能学习，储备余额98668592
2021-06-21 余额98668592，失去银子：4248,来源代号技能学习，储备余额98664344
2021-06-21 余额98664344，失去银子：4808,来源代号技能学习，储备余额98659536
2021-06-21 余额98659536，失去银子：5428,来源代号技能学习，储备余额98654108
2021-06-21 余额98654108，失去银子：6100,来源代号技能学习，储备余额98648008
2021-06-21 余额98648008，失去银子：6840,来源代号技能学习，储备余额98641168
2021-06-21 余额98641168，失去银子：7640,来源代号技能学习，储备余额98633528
2021-06-21 余额98633528，失去银子：8510,来源代号技能学习，储备余额98625018
2021-06-21 余额98625018，失去银子：9450,来源代号技能学习，储备余额98615568
2021-06-21 余额98615568，失去银子：10468,来源代号技能学习，储备余额98605100
2021-06-21 余额98605100，失去银子：11566,来源代号技能学习，储备余额98593534
2021-06-21 余额98593534，失去银子：12748,来源代号技能学习，储备余额98580786
2021-06-21 余额98580786，失去银子：14018,来源代号技能学习，储备余额98566768
2021-06-21 余额98566768，失去银子：15360,来源代号技能学习，储备余额98551408
2021-06-21 余额98551408，失去银子：16838,来源代号技能学习，储备余额98534570
2021-06-21 余额98534570，失去银子：18398,来源代号技能学习，储备余额98516172
2021-06-21 余额98516172，失去银子：20064,来源代号技能学习，储备余额98496108
2021-06-21 余额98496108，失去银子：21840,来源代号技能学习，储备余额98474268
2021-06-21 余额98474268，失去银子：23730,来源代号技能学习，储备余额98450538
2021-06-21 余额98450538，失去银子：25742,来源代号技能学习，储备余额98424796
2021-06-21 余额98424796，失去银子：27876,来源代号技能学习，储备余额98396920
2021-06-21 余额98396920，失去银子：30140,来源代号技能学习，储备余额98366780
2021-06-21 余额98366780，失去银子：32540,来源代号技能学习，储备余额98334240
2021-06-21 余额98334240，失去银子：35080,来源代号技能学习，储备余额98299160
2021-06-21 余额98299160，失去银子：37764,来源代号技能学习，储备余额98261396
2021-06-21 余额98261396，失去银子：40598,来源代号技能学习，储备余额98220798
2021-06-21 余额98220798，失去银子：43590,来源代号技能学习，储备余额98177208
2021-06-21 余额98177208，失去银子：46742,来源代号技能学习，储备余额98130466
2021-06-21 余额98130466，失去银子：50062,来源代号技能学习，储备余额98080404
2021-06-21 余额98080404，失去银子：53554,来源代号技能学习，储备余额98026850
2021-06-21 余额98026850，失去银子：57226,来源代号技能学习，储备余额97969624
2021-06-21 余额97969624，失去银子：61082,来源代号技能学习，储备余额97908542
2021-06-21 余额97908542，失去银子：65130,来源代号技能学习，储备余额97843412
2021-06-21 余额97843412，失去银子：69374,来源代号技能学习，储备余额97774038
2021-06-21 余额97774038，失去银子：73822,来源代号技能学习，储备余额97700216
2021-06-21 余额97700216，失去银子：78480,来源代号技能学习，储备余额97621736
2021-06-21 余额97621736，失去银子：83352,来源代号技能学习，储备余额97538384
2021-06-21 余额97538384，失去银子：88448,来源代号技能学习，储备余额97449936
2021-06-21 余额97449936，失去银子：93772,来源代号技能学习，储备余额97356164
2021-06-21 余额97356164，失去银子：99332,来源代号技能学习，储备余额97256832
2021-06-21 余额97256832，失去银子：105136,来源代号技能学习，储备余额97151696
2021-06-21 余额97151696，失去银子：111190,来源代号技能学习，储备余额97040506
2021-06-21 余额97040506，失去银子：117498,来源代号技能学习，储备余额96923008
2021-06-21 余额96923008，失去银子：124072,来源代号技能学习，储备余额96798936
2021-06-21 余额96798936，失去银子：130916,来源代号技能学习，储备余额96668020
2021-06-21 余额96668020，失去银子：138038,来源代号技能学习，储备余额96529982
2021-06-21 余额96529982，失去银子：145446,来源代号技能学习，储备余额96384536
2021-06-21 余额96384536，失去银子：153148,来源代号技能学习，储备余额96231388
2021-06-21 余额96231388，失去银子：161150,来源代号技能学习，储备余额96070238
2021-06-21 余额96070238，失去银子：169460,来源代号技能学习，储备余额95900778
2021-06-21 余额95900778，失去银子：178086,来源代号技能学习，储备余额95722692
2021-06-21 余额95722692，失去银子：187032,来源代号技能学习，储备余额95535660
2021-06-21 余额95535660，失去银子：196320,来源代号技能学习，储备余额95339340
2021-06-21 余额95339340，失去银子：205942,来源代号技能学习，储备余额95133398
2021-06-21 余额95133398，失去银子：215912,来源代号技能学习，储备余额94917486
2021-06-21 余额94917486，失去银子：24,来源代号技能学习，储备余额94917462
2021-06-21 余额94917462，失去银子：38,来源代号技能学习，储备余额94917424
2021-06-21 余额94917424，失去银子：56,来源代号技能学习，储备余额94917368
2021-06-21 余额94917368，失去银子：76,来源代号技能学习，储备余额94917292
2021-06-21 余额94917292，失去银子：102,来源代号技能学习，储备余额94917190
2021-06-21 余额94917190，失去银子：134,来源代号技能学习，储备余额94917056
2021-06-21 余额94917056，失去银子：172,来源代号技能学习，储备余额94916884
2021-06-21 余额94916884，失去银子：220,来源代号技能学习，储备余额94916664
2021-06-21 余额94916664，失去银子：278,来源代号技能学习，储备余额94916386
2021-06-21 余额94916386，失去银子：348,来源代号技能学习，储备余额94916038
2021-06-21 余额94916038，失去银子：432,来源代号技能学习，储备余额94915606
2021-06-21 余额94915606，失去银子：532,来源代号技能学习，储备余额94915074
2021-06-21 余额94915074，失去银子：650,来源代号技能学习，储备余额94914424
2021-06-21 余额94914424，失去银子：786,来源代号技能学习，储备余额94913638
2021-06-21 余额94913638，失去银子：944,来源代号技能学习，储备余额94912694
2021-06-21 余额94912694，失去银子：1126,来源代号技能学习，储备余额94911568
2021-06-21 余额94911568，失去银子：1334,来源代号技能学习，储备余额94910234
2021-06-21 余额94910234，失去银子：1572,来源代号技能学习，储备余额94908662
2021-06-21 余额94908662，失去银子：1838,来源代号技能学习，储备余额94906824
2021-06-21 余额94906824，失去银子：2140,来源代号技能学习，储备余额94904684
2021-06-21 余额94904684，失去银子：2476,来源代号技能学习，储备余额94902208
2021-06-21 余额94902208，失去银子：2852,来源代号技能学习，储备余额94899356
2021-06-21 余额94899356，失去银子：3272,来源代号技能学习，储备余额94896084
2021-06-21 余额94896084，失去银子：3736,来源代号技能学习，储备余额94892348
2021-06-21 余额94892348，失去银子：4248,来源代号技能学习，储备余额94888100
2021-06-21 余额94888100，失去银子：4808,来源代号技能学习，储备余额94883292
2021-06-21 余额94883292，失去银子：5428,来源代号技能学习，储备余额94877864
2021-06-21 余额94877864，失去银子：6100,来源代号技能学习，储备余额94871764
2021-06-21 余额94871764，失去银子：6840,来源代号技能学习，储备余额94864924
2021-06-21 余额94864924，失去银子：7640,来源代号技能学习，储备余额94857284
2021-06-21 余额94857284，失去银子：8510,来源代号技能学习，储备余额94848774
2021-06-21 余额94848774，失去银子：9450,来源代号技能学习，储备余额94839324
2021-06-21 余额94839324，失去银子：10468,来源代号技能学习，储备余额94828856
2021-06-21 余额94828856，失去银子：11566,来源代号技能学习，储备余额94817290
2021-06-21 余额94817290，失去银子：12748,来源代号技能学习，储备余额94804542
2021-06-21 余额94804542，失去银子：14018,来源代号技能学习，储备余额94790524
2021-06-21 余额94790524，失去银子：15360,来源代号技能学习，储备余额94775164
2021-06-21 余额94775164，失去银子：16838,来源代号技能学习，储备余额94758326
2021-06-21 余额94758326，失去银子：18398,来源代号技能学习，储备余额94739928
2021-06-21 余额94739928，失去银子：20064,来源代号技能学习，储备余额94719864
2021-06-21 余额94719864，失去银子：21840,来源代号技能学习，储备余额94698024
2021-06-21 余额94698024，失去银子：23730,来源代号技能学习，储备余额94674294
2021-06-21 余额94674294，失去银子：25742,来源代号技能学习，储备余额94648552
2021-06-21 余额94648552，失去银子：27876,来源代号技能学习，储备余额94620676
2021-06-21 余额94620676，失去银子：30140,来源代号技能学习，储备余额94590536
2021-06-21 余额94590536，失去银子：32540,来源代号技能学习，储备余额94557996
2021-06-21 余额94557996，失去银子：35080,来源代号技能学习，储备余额94522916
2021-06-21 余额94522916，失去银子：37764,来源代号技能学习，储备余额94485152
2021-06-21 余额94485152，失去银子：40598,来源代号技能学习，储备余额94444554
2021-06-21 余额94444554，失去银子：43590,来源代号技能学习，储备余额94400964
2021-06-21 余额94400964，失去银子：46742,来源代号技能学习，储备余额94354222
2021-06-21 余额94354222，失去银子：50062,来源代号技能学习，储备余额94304160
2021-06-21 余额94304160，失去银子：53554,来源代号技能学习，储备余额94250606
2021-06-21 余额94250606，失去银子：57226,来源代号技能学习，储备余额94193380
2021-06-21 余额94193380，失去银子：61082,来源代号技能学习，储备余额94132298
2021-06-21 余额94132298，失去银子：65130,来源代号技能学习，储备余额94067168
2021-06-21 余额94067168，失去银子：69374,来源代号技能学习，储备余额93997794
2021-06-21 余额93997794，失去银子：73822,来源代号技能学习，储备余额93923972
2021-06-21 余额93923972，失去银子：78480,来源代号技能学习，储备余额93845492
2021-06-21 余额93845492，失去银子：83352,来源代号技能学习，储备余额93762140
2021-06-21 余额93762140，失去银子：88448,来源代号技能学习，储备余额93673692
2021-06-21 余额93673692，失去银子：93772,来源代号技能学习，储备余额93579920
2021-06-21 余额93579920，失去银子：99332,来源代号技能学习，储备余额93480588
2021-06-21 余额93480588，失去银子：105136,来源代号技能学习，储备余额93375452
2021-06-21 余额93375452，失去银子：111190,来源代号技能学习，储备余额93264262
2021-06-21 余额93264262，失去银子：117498,来源代号技能学习，储备余额93146764
2021-06-21 余额93146764，失去银子：124072,来源代号技能学习，储备余额93022692
2021-06-21 余额93022692，失去银子：130916,来源代号技能学习，储备余额92891776
2021-06-21 余额92891776，失去银子：138038,来源代号技能学习，储备余额92753738
2021-06-21 余额92753738，失去银子：145446,来源代号技能学习，储备余额92608292
2021-06-21 余额92608292，失去银子：153148,来源代号技能学习，储备余额92455144
2021-06-21 余额92455144，失去银子：161150,来源代号技能学习，储备余额92293994
2021-06-21 余额92293994，失去银子：169460,来源代号技能学习，储备余额92124534
2021-06-21 余额92124534，失去银子：178086,来源代号技能学习，储备余额91946448
2021-06-21 余额91946448，失去银子：187032,来源代号技能学习，储备余额91759416
2021-06-21 余额91759416，失去银子：196320,来源代号技能学习，储备余额91563096
2021-06-21 余额91563096，失去银子：205942,来源代号技能学习，储备余额91357154
2021-06-21 余额91357154，失去银子：215912,来源代号技能学习，储备余额91141242
2021-06-21 余额91141242，失去银子：24,来源代号技能学习，储备余额91141218
2021-06-21 余额91141218，失去银子：38,来源代号技能学习，储备余额91141180
2021-06-21 余额91141180，失去银子：56,来源代号技能学习，储备余额91141124
2021-06-21 余额91141124，失去银子：76,来源代号技能学习，储备余额91141048
2021-06-21 余额91141048，失去银子：102,来源代号技能学习，储备余额91140946
2021-06-21 余额91140946，失去银子：134,来源代号技能学习，储备余额91140812
2021-06-21 余额91140812，失去银子：172,来源代号技能学习，储备余额91140640
2021-06-21 余额91140640，失去银子：220,来源代号技能学习，储备余额91140420
2021-06-21 余额91140420，失去银子：278,来源代号技能学习，储备余额91140142
2021-06-21 余额91140142，失去银子：348,来源代号技能学习，储备余额91139794
2021-06-21 余额91139794，失去银子：432,来源代号技能学习，储备余额91139362
2021-06-21 余额91139362，失去银子：532,来源代号技能学习，储备余额91138830
2021-06-21 余额91138830，失去银子：650,来源代号技能学习，储备余额91138180
2021-06-21 余额91138180，失去银子：786,来源代号技能学习，储备余额91137394
2021-06-21 余额91137394，失去银子：944,来源代号技能学习，储备余额91136450
2021-06-21 余额91136450，失去银子：1126,来源代号技能学习，储备余额91135324
2021-06-21 余额91135324，失去银子：1334,来源代号技能学习，储备余额91133990
2021-06-21 余额91133990，失去银子：1572,来源代号技能学习，储备余额91132418
2021-06-21 余额91132418，失去银子：1838,来源代号技能学习，储备余额91130580
2021-06-21 余额91130580，失去银子：2140,来源代号技能学习，储备余额91128440
2021-06-21 余额91128440，失去银子：2476,来源代号技能学习，储备余额91125964
2021-06-21 余额91125964，失去银子：2852,来源代号技能学习，储备余额91123112
2021-06-21 余额91123112，失去银子：3272,来源代号技能学习，储备余额91119840
2021-06-21 余额91119840，失去银子：3736,来源代号技能学习，储备余额91116104
2021-06-21 余额91116104，失去银子：4248,来源代号技能学习，储备余额91111856
2021-06-21 余额91111856，失去银子：4808,来源代号技能学习，储备余额91107048
2021-06-21 余额91107048，失去银子：5428,来源代号技能学习，储备余额91101620
2021-06-21 余额91101620，失去银子：6100,来源代号技能学习，储备余额91095520
2021-06-21 余额91095520，失去银子：6840,来源代号技能学习，储备余额91088680
2021-06-21 余额91088680，失去银子：7640,来源代号技能学习，储备余额91081040
2021-06-21 余额91081040，失去银子：8510,来源代号技能学习，储备余额91072530
2021-06-21 余额91072530，失去银子：9450,来源代号技能学习，储备余额91063080
2021-06-21 余额91063080，失去银子：10468,来源代号技能学习，储备余额91052612
2021-06-21 余额91052612，失去银子：11566,来源代号技能学习，储备余额91041046
2021-06-21 余额91041046，失去银子：12748,来源代号技能学习，储备余额91028298
2021-06-21 余额91028298，失去银子：14018,来源代号技能学习，储备余额91014280
2021-06-21 余额91014280，失去银子：15360,来源代号技能学习，储备余额90998920
2021-06-21 余额90998920，失去银子：16838,来源代号技能学习，储备余额90982082
2021-06-21 余额90982082，失去银子：18398,来源代号技能学习，储备余额90963684
2021-06-21 余额90963684，失去银子：20064,来源代号技能学习，储备余额90943620
2021-06-21 余额90943620，失去银子：21840,来源代号技能学习，储备余额90921780
2021-06-21 余额90921780，失去银子：23730,来源代号技能学习，储备余额90898050
2021-06-21 余额90898050，失去银子：25742,来源代号技能学习，储备余额90872308
2021-06-21 余额90872308，失去银子：27876,来源代号技能学习，储备余额90844432
2021-06-21 余额90844432，失去银子：30140,来源代号技能学习，储备余额90814292
2021-06-21 余额90814292，失去银子：32540,来源代号技能学习，储备余额90781752
2021-06-21 余额90781752，失去银子：35080,来源代号技能学习，储备余额90746672
2021-06-21 余额90746672，失去银子：37764,来源代号技能学习，储备余额90708908
2021-06-21 余额90708908，失去银子：40598,来源代号技能学习，储备余额90668310
2021-06-21 余额90668310，失去银子：43590,来源代号技能学习，储备余额90624720
2021-06-21 余额90624720，失去银子：46742,来源代号技能学习，储备余额90577978
2021-06-21 余额90577978，失去银子：50062,来源代号技能学习，储备余额90527916
2021-06-21 余额90527916，失去银子：53554,来源代号技能学习，储备余额90474362
2021-06-21 余额90474362，失去银子：57226,来源代号技能学习，储备余额90417136
2021-06-21 余额90417136，失去银子：61082,来源代号技能学习，储备余额90356054
2021-06-21 余额90356054，失去银子：65130,来源代号技能学习，储备余额90290924
2021-06-21 余额90290924，失去银子：69374,来源代号技能学习，储备余额90221550
2021-06-21 余额90221550，失去银子：73822,来源代号技能学习，储备余额90147728
2021-06-21 余额90147728，失去银子：78480,来源代号技能学习，储备余额90069248
2021-06-21 余额90069248，失去银子：83352,来源代号技能学习，储备余额89985896
2021-06-21 余额89985896，失去银子：88448,来源代号技能学习，储备余额89897448
2021-06-21 余额89897448，失去银子：93772,来源代号技能学习，储备余额89803676
2021-06-21 余额89803676，失去银子：99332,来源代号技能学习，储备余额89704344
2021-06-21 余额89704344，失去银子：105136,来源代号技能学习，储备余额89599208
2021-06-21 余额89599208，失去银子：111190,来源代号技能学习，储备余额89488018
2021-06-21 余额89488018，失去银子：117498,来源代号技能学习，储备余额89370520
2021-06-21 余额89370520，失去银子：124072,来源代号技能学习，储备余额89246448
2021-06-21 余额89246448，失去银子：130916,来源代号技能学习，储备余额89115532
