日志创建2021-06-21 余额100000，获得银子：600000000,来源代号给予，银子余额600100000
2021-06-21 余额89115532，失去银子：138038,来源代号技能学习，储备余额88977494
2021-06-21 余额88977494，失去银子：145446,来源代号技能学习，储备余额88832048
2021-06-21 余额88832048，失去银子：153148,来源代号技能学习，储备余额88678900
2021-06-21 余额88678900，失去银子：161150,来源代号技能学习，储备余额88517750
2021-06-21 余额88517750，失去银子：169460,来源代号技能学习，储备余额88348290
2021-06-21 余额88348290，失去银子：178086,来源代号技能学习，储备余额88170204
2021-06-21 余额88170204，失去银子：187032,来源代号技能学习，储备余额87983172
2021-06-21 余额87983172，失去银子：196320,来源代号技能学习，储备余额87786852
2021-06-21 余额87786852，失去银子：205942,来源代号技能学习，储备余额87580910
2021-06-21 余额87580910，失去银子：215912,来源代号技能学习，储备余额87364998
2021-06-21 余额87364998，失去银子：161150,来源代号技能学习，储备余额87203848
2021-06-21 余额87203848，失去银子：169460,来源代号技能学习，储备余额87034388
2021-06-21 余额87034388，失去银子：178086,来源代号技能学习，储备余额86856302
2021-06-21 余额86856302，失去银子：187032,来源代号技能学习，储备余额86669270
2021-06-21 余额86669270，失去银子：196320,来源代号技能学习，储备余额86472950
2021-06-21 余额86472950，失去银子：205942,来源代号技能学习，储备余额86267008
2021-06-21 余额86267008，失去银子：215912,来源代号技能学习，储备余额86051096
2021-06-21 余额86051096，失去银子：124072,来源代号技能学习，储备余额85927024
2021-06-21 余额85927024，失去银子：130916,来源代号技能学习，储备余额85796108
2021-06-21 余额85796108，失去银子：138038,来源代号技能学习，储备余额85658070
2021-06-21 余额85658070，失去银子：145446,来源代号技能学习，储备余额85512624
2021-06-21 余额85512624，失去银子：153148,来源代号技能学习，储备余额85359476
2021-06-21 余额85359476，失去银子：161150,来源代号技能学习，储备余额85198326
2021-06-21 余额85198326，失去银子：169460,来源代号技能学习，储备余额85028866
2021-06-21 余额85028866，失去银子：178086,来源代号技能学习，储备余额84850780
2021-06-21 余额84850780，失去银子：187032,来源代号技能学习，储备余额84663748
2021-06-21 余额84663748，失去银子：196320,来源代号技能学习，储备余额84467428
2021-06-21 余额84467428，失去银子：205942,来源代号技能学习，储备余额84261486
2021-06-21 余额84261486，失去银子：215912,来源代号技能学习，储备余额84045574
2021-06-21 余额84045574，失去银子：99332,来源代号技能学习，储备余额83946242
2021-06-21 余额83946242，失去银子：105136,来源代号技能学习，储备余额83841106
2021-06-21 余额83841106，失去银子：111190,来源代号技能学习，储备余额83729916
2021-06-21 余额83729916，失去银子：117498,来源代号技能学习，储备余额83612418
2021-06-21 余额83612418，失去银子：124072,来源代号技能学习，储备余额83488346
2021-06-21 余额83488346，失去银子：130916,来源代号技能学习，储备余额83357430
2021-06-21 余额83357430，失去银子：138038,来源代号技能学习，储备余额83219392
2021-06-21 余额83219392，失去银子：145446,来源代号技能学习，储备余额83073946
2021-06-21 余额83073946，失去银子：153148,来源代号技能学习，储备余额82920798
2021-06-21 余额82920798，失去银子：161150,来源代号技能学习，储备余额82759648
2021-06-21 余额82759648，失去银子：169460,来源代号技能学习，储备余额82590188
2021-06-21 余额82590188，失去银子：178086,来源代号技能学习，储备余额82412102
2021-06-21 余额82412102，失去银子：187032,来源代号技能学习，储备余额82225070
2021-06-21 余额82225070，失去银子：196320,来源代号技能学习，储备余额82028750
2021-06-21 余额82028750，失去银子：205942,来源代号技能学习，储备余额81822808
2021-06-21 余额81822808，失去银子：215912,来源代号技能学习，储备余额81606896
2021-06-21 余额2975372，失去银子：1000000,来源代号角色洗点，银子余额1975372
2021-06-21 花费100万银子重置角色属性点
2021-06-21 余额1975372，获得银子：40000,来源代号泡泡，银子余额2015372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2015372，获得银子：40000,来源代号泡泡，银子余额2055372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2055372，获得银子：40000,来源代号泡泡，银子余额2095372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2095372，获得银子：40000,来源代号泡泡，银子余额2135372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2135372，获得银子：40000,来源代号泡泡，银子余额2175372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2175372，获得银子：40000,来源代号泡泡，银子余额2215372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2215372，获得银子：40000,来源代号泡泡，银子余额2255372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2255372，获得银子：40000,来源代号泡泡，银子余额2295372
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 获得经验：7256904,来源代号知了大王
2021-06-21 余额81606896，获得储备：76176,来源代号知了大王，储备余额81683072
2021-06-21 获得经验：6914112,来源代号知了先锋
2021-06-21 余额81683072，获得储备：57132,来源代号知了先锋，储备余额81740204
2021-06-21 获得经验：6914112,来源代号知了先锋
2021-06-21 余额81740204，获得储备：57132,来源代号知了先锋，储备余额81797336
2021-06-22 获得经验：6914112,来源代号知了先锋
2021-06-22 余额81797336，获得储备：57132,来源代号知了先锋，储备余额81854468
