日志创建2021-06-21 余额100000，获得银子：600000000,来源代号给予，银子余额600100000
2021-06-21 余额48831068，失去银子：99332,来源代号技能学习，储备余额48731736
2021-06-21 余额48731736，失去银子：105136,来源代号技能学习，储备余额48626600
2021-06-21 余额48626600，失去银子：111190,来源代号技能学习，储备余额48515410
2021-06-21 余额48515410，失去银子：117498,来源代号技能学习，储备余额48397912
2021-06-21 余额48397912，失去银子：124072,来源代号技能学习，储备余额48273840
2021-06-21 余额48273840，失去银子：130916,来源代号技能学习，储备余额48142924
2021-06-21 余额48142924，失去银子：138038,来源代号技能学习，储备余额48004886
2021-06-21 余额48004886，失去银子：145446,来源代号技能学习，储备余额47859440
2021-06-21 余额47859440，失去银子：153148,来源代号技能学习，储备余额47706292
2021-06-21 余额47706292，失去银子：161150,来源代号技能学习，储备余额47545142
2021-06-21 余额47545142，失去银子：169460,来源代号技能学习，储备余额47375682
2021-06-21 余额47375682，失去银子：178086,来源代号技能学习，储备余额47197596
2021-06-21 余额47197596，失去银子：187032,来源代号技能学习，储备余额47010564
2021-06-21 余额47010564，失去银子：196320,来源代号技能学习，储备余额46814244
2021-06-21 余额46814244，失去银子：205942,来源代号技能学习，储备余额46608302
2021-06-21 余额46608302，失去银子：215912,来源代号技能学习，储备余额46392390
2021-06-21 余额46392390，失去银子：99332,来源代号技能学习，储备余额46293058
2021-06-21 余额46293058，失去银子：105136,来源代号技能学习，储备余额46187922
2021-06-21 余额46187922，失去银子：111190,来源代号技能学习，储备余额46076732
2021-06-21 余额46076732，失去银子：117498,来源代号技能学习，储备余额45959234
2021-06-21 余额45959234，失去银子：124072,来源代号技能学习，储备余额45835162
2021-06-21 余额45835162，失去银子：130916,来源代号技能学习，储备余额45704246
2021-06-21 余额45704246，失去银子：138038,来源代号技能学习，储备余额45566208
2021-06-21 余额45566208，失去银子：145446,来源代号技能学习，储备余额45420762
2021-06-21 余额45420762，失去银子：153148,来源代号技能学习，储备余额45267614
2021-06-21 余额45267614，失去银子：161150,来源代号技能学习，储备余额45106464
2021-06-21 余额45106464，失去银子：169460,来源代号技能学习，储备余额44937004
2021-06-21 余额44937004，失去银子：178086,来源代号技能学习，储备余额44758918
2021-06-21 余额44758918，失去银子：187032,来源代号技能学习，储备余额44571886
2021-06-21 余额44571886，失去银子：196320,来源代号技能学习，储备余额44375566
2021-06-21 余额44375566，失去银子：205942,来源代号技能学习，储备余额44169624
2021-06-21 余额44169624，失去银子：215912,来源代号技能学习，储备余额43953712
2021-06-21 余额43953712，失去银子：130916,来源代号技能学习，储备余额43822796
2021-06-21 余额43822796，失去银子：138038,来源代号技能学习，储备余额43684758
2021-06-21 余额43684758，失去银子：145446,来源代号技能学习，储备余额43539312
2021-06-21 余额43539312，失去银子：153148,来源代号技能学习，储备余额43386164
2021-06-21 余额43386164，失去银子：161150,来源代号技能学习，储备余额43225014
2021-06-21 余额43225014，失去银子：169460,来源代号技能学习，储备余额43055554
2021-06-21 余额43055554，失去银子：178086,来源代号技能学习，储备余额42877468
2021-06-21 余额42877468，失去银子：187032,来源代号技能学习，储备余额42690436
2021-06-21 余额42690436，失去银子：196320,来源代号技能学习，储备余额42494116
2021-06-21 余额42494116，失去银子：205942,来源代号技能学习，储备余额42288174
2021-06-21 余额42288174，失去银子：215912,来源代号技能学习，储备余额42072262
2021-06-21 余额42072262，失去银子：153148,来源代号技能学习，储备余额41919114
2021-06-21 余额41919114，失去银子：161150,来源代号技能学习，储备余额41757964
2021-06-21 余额41757964，失去银子：169460,来源代号技能学习，储备余额41588504
2021-06-21 余额41588504，失去银子：178086,来源代号技能学习，储备余额41410418
2021-06-21 余额41410418，失去银子：187032,来源代号技能学习，储备余额41223386
2021-06-21 余额41223386，失去银子：196320,来源代号技能学习，储备余额41027066
2021-06-21 余额41027066，失去银子：205942,来源代号技能学习，储备余额40821124
2021-06-21 余额40821124，失去银子：215912,来源代号技能学习，储备余额40605212
2021-06-21 余额2971859，失去银子：1000000,来源代号角色洗点，银子余额1971859
2021-06-21 花费100万银子重置角色属性点
2021-06-21 余额1971859，获得银子：40000,来源代号泡泡，银子余额2011859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2011859，获得银子：40000,来源代号泡泡，银子余额2051859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2051859，获得银子：40000,来源代号泡泡，银子余额2091859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2091859，获得银子：40000,来源代号泡泡，银子余额2131859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2131859，获得银子：40000,来源代号泡泡，银子余额2171859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2171859，获得银子：40000,来源代号泡泡，银子余额2211859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2211859，获得银子：40000,来源代号泡泡，银子余额2251859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额2251859，获得银子：40000,来源代号泡泡，银子余额2291859
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 获得经验：7256904,来源代号知了大王
2021-06-21 余额40605212，获得储备：76176,来源代号知了大王，储备余额40681388
2021-06-21 获得经验：6914112,来源代号知了先锋
2021-06-21 余额40681388，获得储备：57132,来源代号知了先锋，储备余额40738520
2021-06-21 获得经验：6914112,来源代号知了先锋
2021-06-21 余额40738520，获得储备：57132,来源代号知了先锋，储备余额40795652
2021-06-22 获得经验：6914112,来源代号知了先锋
2021-06-22 余额40795652，获得储备：57132,来源代号知了先锋，储备余额40852784
