日志创建2021-06-21 余额100000，获得银子：600000000,来源代号给予，银子余额600100000
2021-06-21 余额2642556，获得储备：57132,来源代号知了先锋，储备余额2699688
2021-06-21 获得经验：6914112,来源代号知了先锋
2021-06-21 余额2699688，获得储备：57132,来源代号知了先锋，储备余额2756820
2021-06-21 获得经验：742716,来源代号抓鬼
2021-06-21 余额167766，获得银子：36824,来源代号抓鬼，银子余额204590
2021-06-21 余额2756820，获得储备：18412,来源代号抓鬼，储备余额2775232
2021-06-21 获得经验：799848,来源代号抓鬼
2021-06-21 余额204590，获得银子：38883,来源代号抓鬼，银子余额243473
2021-06-21 余额2775232，获得储备：19441,来源代号抓鬼，储备余额2794673
2021-06-21 获得经验：856980,来源代号抓鬼
2021-06-21 余额243473，获得银子：40694,来源代号抓鬼，银子余额284167
2021-06-21 余额2794673，获得储备：20347,来源代号抓鬼，储备余额2815020
2021-06-21 获得经验：914112,来源代号抓鬼
2021-06-21 余额284167，获得银子：44214,来源代号抓鬼，银子余额328381
2021-06-21 余额2815020，获得储备：22107,来源代号抓鬼，储备余额2837127
2021-06-21 获得经验：971244,来源代号抓鬼
2021-06-21 余额328381，获得银子：45317,来源代号抓鬼，银子余额373698
2021-06-21 余额2837127，获得储备：22658,来源代号抓鬼，储备余额2859785
2021-06-21 获得经验：1028376,来源代号抓鬼
2021-06-21 余额373698，获得银子：48032,来源代号抓鬼，银子余额421730
2021-06-21 余额2859785，获得储备：24016,来源代号抓鬼，储备余额2883801
2021-06-21 获得经验：1085508,来源代号抓鬼
2021-06-21 余额421730，获得银子：51171,来源代号抓鬼，银子余额472901
2021-06-21 余额2883801，获得储备：25585,来源代号抓鬼，储备余额2909386
2021-06-21 获得经验：1142640,来源代号抓鬼
2021-06-21 余额472901，获得银子：52282,来源代号抓鬼，银子余额525183
2021-06-21 余额2909386，获得储备：26141,来源代号抓鬼，储备余额2935527
2021-06-21 获得经验：628452,来源代号抓鬼
2021-06-21 余额525183，获得银子：32826,来源代号抓鬼，银子余额558009
2021-06-21 余额2935527，获得储备：16413,来源代号抓鬼，储备余额2951940
2021-06-21 获得经验：685584,来源代号抓鬼
2021-06-21 余额558009，获得银子：34584,来源代号抓鬼，银子余额592593
2021-06-21 余额2951940，获得储备：17292,来源代号抓鬼，储备余额2969232
2021-06-21 获得经验：742716,来源代号抓鬼
2021-06-21 余额592593，获得银子：36605,来源代号抓鬼，银子余额629198
2021-06-21 余额2969232，获得储备：18302,来源代号抓鬼，储备余额2987534
2021-06-21 获得经验：799848,来源代号抓鬼
2021-06-21 余额629198，获得银子：39736,来源代号抓鬼，银子余额668934
2021-06-21 余额2987534，获得储备：19868,来源代号抓鬼，储备余额3007402
2021-06-21 获得经验：856980,来源代号抓鬼
2021-06-21 余额668934，获得银子：42323,来源代号抓鬼，银子余额711257
2021-06-21 余额3007402，获得储备：21161,来源代号抓鬼，储备余额3028563
2021-06-21 获得经验：914112,来源代号抓鬼
2021-06-21 余额711257，获得银子：43278,来源代号抓鬼，银子余额754535
2021-06-21 余额3028563，获得储备：21639,来源代号抓鬼，储备余额3050202
2021-06-21 获得经验：971244,来源代号抓鬼
2021-06-21 余额754535，获得银子：45858,来源代号抓鬼，银子余额800393
2021-06-21 余额3050202，获得储备：22929,来源代号抓鬼，储备余额3073131
2021-06-21 获得经验：1028376,来源代号抓鬼
2021-06-21 余额800393，获得银子：47978,来源代号抓鬼，银子余额848371
2021-06-21 余额3073131，获得储备：23989,来源代号抓鬼，储备余额3097120
2021-06-21 余额848371，获得银子：35000,来源代号仙气十足，银子余额883371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额883371，获得银子：35000,来源代号仙气十足，银子余额918371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额918371，获得银子：35000,来源代号仙气十足，银子余额953371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额953371，获得银子：35000,来源代号仙气十足，银子余额988371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额988371，获得银子：35000,来源代号仙气十足，银子余额1023371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1023371，获得银子：35000,来源代号仙气十足，银子余额1058371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1058371，获得银子：35000,来源代号仙气十足，银子余额1093371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1093371，获得银子：35000,来源代号仙气十足，银子余额1128371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1128371，获得银子：35000,来源代号仙气十足，银子余额1163371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1163371，获得银子：35000,来源代号仙气十足，银子余额1198371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1198371，获得银子：35000,来源代号仙气十足，银子余额1233371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1233371，获得银子：35000,来源代号仙气十足，银子余额1268371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1268371，获得银子：35000,来源代号仙气十足，银子余额1303371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1303371，获得银子：35000,来源代号仙气十足，银子余额1338371
2021-06-21 获得经验：1142640,来源代号仙气十足
2021-06-21 余额1338371，获得银子：100000,来源代号出售魔兽要诀，银子余额1438371
2021-06-21 余额1438371，获得银子：72596,来源代号出售乾坤帽，银子余额1510967
2021-06-21 余额1510967，获得银子：40000,来源代号泡泡，银子余额1550967
2021-06-21 获得经验：1142640,来源代号泡泡
2021-06-21 余额1550967，获得银子：40000,来源代号泡泡，银子余额1590967
2021-06-21 获得经验：1142640,来源代号泡泡
2021-06-21 获得经验：1142640,来源代号妖魔
2021-06-21 余额3097120，获得储备：500000,来源代号妖魔，储备余额3597120
2021-06-21 余额1590967，获得银子：40000,来源代号泡泡，银子余额1630967
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1630967，获得银子：40000,来源代号泡泡，银子余额1670967
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1670967，获得银子：40000,来源代号泡泡，银子余额1710967
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1710967，获得银子：40000,来源代号泡泡，银子余额1750967
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额3597120，获得储备：86000000,来源代号维护奖励，储备余额89597120
2021-06-21 获得经验：533232,来源代号维护奖励
2021-06-21 [给予]获得(zhouhong1)道具：烈焰澜翻
2021-06-21 余额1750967，获得银子：40000,来源代号泡泡，银子余额1790967
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1790967，获得银子：40000,来源代号泡泡，银子余额1830967
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1830967，获得银子：40000,来源代号泡泡，银子余额1870967
2021-06-21 获得经验：571320,来源代号泡泡
2021-06-21 余额1870967，获得银子：200000,来源代号星宿，银子余额2070967
2021-06-21 获得经验：200000,来源代号星宿
2021-06-21 余额2070967，获得银子：2000000,来源代号给予，银子余额4070967
2021-06-21 [给予]获得(zhouhong1)银子：2000000
2021-06-21 余额4070967，失去银子：1000000,来源代号脱离门派，银子余额3070967
2021-06-21 余额89597120，失去银子：205942,来源代号技能学习，储备余额89391178
2021-06-21 余额89391178，失去银子：215912,来源代号技能学习，储备余额89175266
2021-06-21 余额89175266，失去银子：88448,来源代号技能学习，储备余额89086818
2021-06-21 余额89086818，失去银子：93772,来源代号技能学习，储备余额88993046
2021-06-21 余额88993046，失去银子：99332,来源代号技能学习，储备余额88893714
2021-06-21 余额88893714，失去银子：105136,来源代号技能学习，储备余额88788578
2021-06-21 余额88788578，失去银子：111190,来源代号技能学习，储备余额88677388
2021-06-21 余额88677388，失去银子：117498,来源代号技能学习，储备余额88559890
2021-06-21 余额88559890，失去银子：124072,来源代号技能学习，储备余额88435818
2021-06-21 余额88435818，失去银子：130916,来源代号技能学习，储备余额88304902
2021-06-21 余额88304902，失去银子：138038,来源代号技能学习，储备余额88166864
2021-06-21 余额88166864，失去银子：145446,来源代号技能学习，储备余额88021418
2021-06-21 余额88021418，失去银子：153148,来源代号技能学习，储备余额87868270
2021-06-21 余额87868270，失去银子：161150,来源代号技能学习，储备余额87707120
2021-06-21 余额87707120，失去银子：169460,来源代号技能学习，储备余额87537660
2021-06-21 余额87537660，失去银子：178086,来源代号技能学习，储备余额87359574
2021-06-21 余额87359574，失去银子：187032,来源代号技能学习，储备余额87172542
2021-06-21 余额87172542，失去银子：196320,来源代号技能学习，储备余额86976222
2021-06-21 余额86976222，失去银子：205942,来源代号技能学习，储备余额86770280
2021-06-21 余额86770280，失去银子：215912,来源代号技能学习，储备余额86554368
2021-06-21 余额86554368，失去银子：88448,来源代号技能学习，储备余额86465920
2021-06-21 余额86465920，失去银子：93772,来源代号技能学习，储备余额86372148
2021-06-21 余额86372148，失去银子：99332,来源代号技能学习，储备余额86272816
2021-06-21 余额86272816，失去银子：105136,来源代号技能学习，储备余额86167680
2021-06-21 余额86167680，失去银子：111190,来源代号技能学习，储备余额86056490
2021-06-21 余额86056490，失去银子：117498,来源代号技能学习，储备余额85938992
2021-06-21 余额85938992，失去银子：124072,来源代号技能学习，储备余额85814920
2021-06-21 余额85814920，失去银子：130916,来源代号技能学习，储备余额85684004
2021-06-21 余额85684004，失去银子：138038,来源代号技能学习，储备余额85545966
2021-06-21 余额85545966，失去银子：145446,来源代号技能学习，储备余额85400520
2021-06-21 余额85400520，失去银子：153148,来源代号技能学习，储备余额85247372
2021-06-21 余额85247372，失去银子：161150,来源代号技能学习，储备余额85086222
2021-06-21 余额85086222，失去银子：169460,来源代号技能学习，储备余额84916762
2021-06-21 余额84916762，失去银子：178086,来源代号技能学习，储备余额84738676
2021-06-21 余额84738676，失去银子：187032,来源代号技能学习，储备余额84551644
2021-06-21 余额84551644，失去银子：196320,来源代号技能学习，储备余额84355324
2021-06-21 余额84355324，失去银子：205942,来源代号技能学习，储备余额84149382
2021-06-21 余额84149382，失去银子：215912,来源代号技能学习，储备余额83933470
2021-06-21 余额83933470，失去银子：24,来源代号技能学习，储备余额83933446
2021-06-21 余额83933446，失去银子：38,来源代号技能学习，储备余额83933408
2021-06-21 余额83933408，失去银子：56,来源代号技能学习，储备余额83933352
2021-06-21 余额83933352，失去银子：76,来源代号技能学习，储备余额83933276
2021-06-21 余额83933276，失去银子：102,来源代号技能学习，储备余额83933174
2021-06-21 余额83933174，失去银子：134,来源代号技能学习，储备余额83933040
2021-06-21 余额83933040，失去银子：172,来源代号技能学习，储备余额83932868
2021-06-21 余额83932868，失去银子：220,来源代号技能学习，储备余额83932648
2021-06-21 余额83932648，失去银子：278,来源代号技能学习，储备余额83932370
2021-06-21 余额83932370，失去银子：348,来源代号技能学习，储备余额83932022
2021-06-21 余额83932022，失去银子：432,来源代号技能学习，储备余额83931590
2021-06-21 余额83931590，失去银子：532,来源代号技能学习，储备余额83931058
2021-06-21 余额83931058，失去银子：650,来源代号技能学习，储备余额83930408
2021-06-21 余额83930408，失去银子：786,来源代号技能学习，储备余额83929622
2021-06-21 余额83929622，失去银子：944,来源代号技能学习，储备余额83928678
2021-06-21 余额83928678，失去银子：1126,来源代号技能学习，储备余额83927552
2021-06-21 余额83927552，失去银子：1334,来源代号技能学习，储备余额83926218
2021-06-21 余额83926218，失去银子：1572,来源代号技能学习，储备余额83924646
2021-06-21 余额83924646，失去银子：1838,来源代号技能学习，储备余额83922808
2021-06-21 余额83922808，失去银子：2140,来源代号技能学习，储备余额83920668
2021-06-21 余额83920668，失去银子：2476,来源代号技能学习，储备余额83918192
2021-06-21 余额83918192，失去银子：2852,来源代号技能学习，储备余额83915340
2021-06-21 余额83915340，失去银子：3272,来源代号技能学习，储备余额83912068
2021-06-21 余额83912068，失去银子：3736,来源代号技能学习，储备余额83908332
2021-06-21 余额83908332，失去银子：4248,来源代号技能学习，储备余额83904084
2021-06-21 余额83904084，失去银子：4808,来源代号技能学习，储备余额83899276
2021-06-21 余额83899276，失去银子：5428,来源代号技能学习，储备余额83893848
2021-06-21 余额83893848，失去银子：6100,来源代号技能学习，储备余额83887748
2021-06-21 余额83887748，失去银子：6840,来源代号技能学习，储备余额83880908
2021-06-21 余额83880908，失去银子：7640,来源代号技能学习，储备余额83873268
2021-06-21 余额83873268，失去银子：8510,来源代号技能学习，储备余额83864758
2021-06-21 余额83864758，失去银子：9450,来源代号技能学习，储备余额83855308
2021-06-21 余额83855308，失去银子：10468,来源代号技能学习，储备余额83844840
2021-06-21 余额83844840，失去银子：11566,来源代号技能学习，储备余额83833274
2021-06-21 余额83833274，失去银子：12748,来源代号技能学习，储备余额83820526
2021-06-21 余额83820526，失去银子：14018,来源代号技能学习，储备余额83806508
2021-06-21 余额83806508，失去银子：15360,来源代号技能学习，储备余额83791148
2021-06-21 余额83791148，失去银子：16838,来源代号技能学习，储备余额83774310
2021-06-21 余额83774310，失去银子：18398,来源代号技能学习，储备余额83755912
2021-06-21 余额83755912，失去银子：20064,来源代号技能学习，储备余额83735848
2021-06-21 余额83735848，失去银子：21840,来源代号技能学习，储备余额83714008
2021-06-21 余额83714008，失去银子：23730,来源代号技能学习，储备余额83690278
2021-06-21 余额83690278，失去银子：25742,来源代号技能学习，储备余额83664536
2021-06-21 余额83664536，失去银子：27876,来源代号技能学习，储备余额83636660
2021-06-21 余额83636660，失去银子：30140,来源代号技能学习，储备余额83606520
2021-06-21 余额83606520，失去银子：32540,来源代号技能学习，储备余额83573980
2021-06-21 余额83573980，失去银子：35080,来源代号技能学习，储备余额83538900
2021-06-21 余额83538900，失去银子：37764,来源代号技能学习，储备余额83501136
2021-06-21 余额83501136，失去银子：40598,来源代号技能学习，储备余额83460538
2021-06-21 余额83460538，失去银子：43590,来源代号技能学习，储备余额83416948
2021-06-21 余额83416948，失去银子：46742,来源代号技能学习，储备余额83370206
2021-06-21 余额83370206，失去银子：50062,来源代号技能学习，储备余额83320144
2021-06-21 余额83320144，失去银子：53554,来源代号技能学习，储备余额83266590
2021-06-21 余额83266590，失去银子：57226,来源代号技能学习，储备余额83209364
2021-06-21 余额83209364，失去银子：61082,来源代号技能学习，储备余额83148282
2021-06-21 余额83148282，失去银子：65130,来源代号技能学习，储备余额83083152
2021-06-21 余额83083152，失去银子：69374,来源代号技能学习，储备余额83013778
2021-06-21 余额83013778，失去银子：73822,来源代号技能学习，储备余额82939956
2021-06-21 余额82939956，失去银子：78480,来源代号技能学习，储备余额82861476
2021-06-21 余额82861476，失去银子：83352,来源代号技能学习，储备余额82778124
2021-06-21 余额82778124，失去银子：88448,来源代号技能学习，储备余额82689676
2021-06-21 余额82689676，失去银子：93772,来源代号技能学习，储备余额82595904
2021-06-21 余额82595904，失去银子：99332,来源代号技能学习，储备余额82496572
2021-06-21 余额82496572，失去银子：105136,来源代号技能学习，储备余额82391436
2021-06-21 余额82391436，失去银子：111190,来源代号技能学习，储备余额82280246
2021-06-21 余额82280246，失去银子：117498,来源代号技能学习，储备余额82162748
2021-06-21 余额82162748，失去银子：124072,来源代号技能学习，储备余额82038676
2021-06-21 余额82038676，失去银子：130916,来源代号技能学习，储备余额81907760
2021-06-21 余额81907760，失去银子：138038,来源代号技能学习，储备余额81769722
2021-06-21 余额81769722，失去银子：145446,来源代号技能学习，储备余额81624276
2021-06-21 余额81624276，失去银子：153148,来源代号技能学习，储备余额81471128
2021-06-21 余额81471128，失去银子：161150,来源代号技能学习，储备余额81309978
2021-06-21 余额81309978，失去银子：169460,来源代号技能学习，储备余额81140518
2021-06-21 余额81140518，失去银子：178086,来源代号技能学习，储备余额80962432
2021-06-21 余额80962432，失去银子：187032,来源代号技能学习，储备余额80775400
2021-06-21 余额80775400，失去银子：196320,来源代号技能学习，储备余额80579080
2021-06-21 余额80579080，失去银子：205942,来源代号技能学习，储备余额80373138
2021-06-21 余额80373138，失去银子：215912,来源代号技能学习，储备余额80157226
2021-06-21 余额80157226，失去银子：24,来源代号技能学习，储备余额80157202
2021-06-21 余额80157202，失去银子：38,来源代号技能学习，储备余额80157164
2021-06-21 余额80157164，失去银子：56,来源代号技能学习，储备余额80157108
2021-06-21 余额80157108，失去银子：76,来源代号技能学习，储备余额80157032
2021-06-21 余额80157032，失去银子：102,来源代号技能学习，储备余额80156930
2021-06-21 余额80156930，失去银子：134,来源代号技能学习，储备余额80156796
2021-06-21 余额80156796，失去银子：172,来源代号技能学习，储备余额80156624
2021-06-21 余额80156624，失去银子：220,来源代号技能学习，储备余额80156404
2021-06-21 余额80156404，失去银子：278,来源代号技能学习，储备余额80156126
2021-06-21 余额80156126，失去银子：348,来源代号技能学习，储备余额80155778
2021-06-21 余额80155778，失去银子：432,来源代号技能学习，储备余额80155346
2021-06-21 余额80155346，失去银子：532,来源代号技能学习，储备余额80154814
2021-06-21 余额80154814，失去银子：650,来源代号技能学习，储备余额80154164
2021-06-21 余额80154164，失去银子：786,来源代号技能学习，储备余额80153378
2021-06-21 余额80153378，失去银子：944,来源代号技能学习，储备余额80152434
2021-06-21 余额80152434，失去银子：1126,来源代号技能学习，储备余额80151308
2021-06-21 余额80151308，失去银子：1334,来源代号技能学习，储备余额80149974
2021-06-21 余额80149974，失去银子：1572,来源代号技能学习，储备余额80148402
2021-06-21 余额80148402，失去银子：1838,来源代号技能学习，储备余额80146564
2021-06-21 余额80146564，失去银子：2140,来源代号技能学习，储备余额80144424
2021-06-21 余额80144424，失去银子：2476,来源代号技能学习，储备余额80141948
2021-06-21 余额80141948，失去银子：2852,来源代号技能学习，储备余额80139096
2021-06-21 余额80139096，失去银子：3272,来源代号技能学习，储备余额80135824
2021-06-21 余额80135824，失去银子：3736,来源代号技能学习，储备余额80132088
2021-06-21 余额80132088，失去银子：4248,来源代号技能学习，储备余额80127840
2021-06-21 余额80127840，失去银子：4808,来源代号技能学习，储备余额80123032
2021-06-21 余额80123032，失去银子：5428,来源代号技能学习，储备余额80117604
2021-06-21 余额80117604，失去银子：6100,来源代号技能学习，储备余额80111504
2021-06-21 余额80111504，失去银子：6840,来源代号技能学习，储备余额80104664
2021-06-21 余额80104664，失去银子：7640,来源代号技能学习，储备余额80097024
2021-06-21 余额80097024，失去银子：8510,来源代号技能学习，储备余额80088514
2021-06-21 余额80088514，失去银子：9450,来源代号技能学习，储备余额80079064
2021-06-21 余额80079064，失去银子：10468,来源代号技能学习，储备余额80068596
2021-06-21 余额80068596，失去银子：11566,来源代号技能学习，储备余额80057030
2021-06-21 余额80057030，失去银子：12748,来源代号技能学习，储备余额80044282
2021-06-21 余额80044282，失去银子：14018,来源代号技能学习，储备余额80030264
2021-06-21 余额80030264，失去银子：15360,来源代号技能学习，储备余额80014904
2021-06-21 余额80014904，失去银子：16838,来源代号技能学习，储备余额79998066
2021-06-21 余额79998066，失去银子：18398,来源代号技能学习，储备余额79979668
2021-06-21 余额79979668，失去银子：20064,来源代号技能学习，储备余额79959604
2021-06-21 余额79959604，失去银子：21840,来源代号技能学习，储备余额79937764
2021-06-21 余额79937764，失去银子：23730,来源代号技能学习，储备余额79914034
2021-06-21 余额79914034，失去银子：25742,来源代号技能学习，储备余额79888292
2021-06-21 余额79888292，失去银子：27876,来源代号技能学习，储备余额79860416
2021-06-21 余额79860416，失去银子：30140,来源代号技能学习，储备余额79830276
2021-06-21 余额79830276，失去银子：32540,来源代号技能学习，储备余额79797736
2021-06-21 余额79797736，失去银子：35080,来源代号技能学习，储备余额79762656
2021-06-21 余额79762656，失去银子：37764,来源代号技能学习，储备余额79724892
2021-06-21 余额79724892，失去银子：40598,来源代号技能学习，储备余额79684294
2021-06-21 余额79684294，失去银子：43590,来源代号技能学习，储备余额79640704
2021-06-21 余额79640704，失去银子：46742,来源代号技能学习，储备余额79593962
2021-06-21 余额79593962，失去银子：50062,来源代号技能学习，储备余额79543900
2021-06-21 余额79543900，失去银子：53554,来源代号技能学习，储备余额79490346
2021-06-21 余额79490346，失去银子：57226,来源代号技能学习，储备余额79433120
2021-06-21 余额79433120，失去银子：61082,来源代号技能学习，储备余额79372038
2021-06-21 余额79372038，失去银子：65130,来源代号技能学习，储备余额79306908
2021-06-21 余额79306908，失去银子：69374,来源代号技能学习，储备余额79237534
2021-06-21 余额79237534，失去银子：73822,来源代号技能学习，储备余额79163712
2021-06-21 余额79163712，失去银子：78480,来源代号技能学习，储备余额79085232
2021-06-21 余额79085232，失去银子：83352,来源代号技能学习，储备余额79001880
2021-06-21 余额79001880，失去银子：88448,来源代号技能学习，储备余额78913432
2021-06-21 余额78913432，失去银子：93772,来源代号技能学习，储备余额78819660
2021-06-21 余额78819660，失去银子：99332,来源代号技能学习，储备余额78720328
2021-06-21 余额78720328，失去银子：105136,来源代号技能学习，储备余额78615192
2021-06-21 余额78615192，失去银子：111190,来源代号技能学习，储备余额78504002
2021-06-21 余额78504002，失去银子：117498,来源代号技能学习，储备余额78386504
2021-06-21 余额78386504，失去银子：124072,来源代号技能学习，储备余额78262432
2021-06-21 余额78262432，失去银子：130916,来源代号技能学习，储备余额78131516
2021-06-21 余额78131516，失去银子：138038,来源代号技能学习，储备余额77993478
2021-06-21 余额77993478，失去银子：145446,来源代号技能学习，储备余额77848032
2021-06-21 余额77848032，失去银子：153148,来源代号技能学习，储备余额77694884
2021-06-21 余额77694884，失去银子：161150,来源代号技能学习，储备余额77533734
2021-06-21 余额77533734，失去银子：169460,来源代号技能学习，储备余额77364274
2021-06-21 余额77364274，失去银子：178086,来源代号技能学习，储备余额77186188
2021-06-21 余额77186188，失去银子：187032,来源代号技能学习，储备余额76999156
2021-06-21 余额76999156，失去银子：196320,来源代号技能学习，储备余额76802836
2021-06-21 余额76802836，失去银子：205942,来源代号技能学习，储备余额76596894
2021-06-21 余额76596894，失去银子：215912,来源代号技能学习，储备余额76380982
2021-06-21 余额76380982，失去银子：24,来源代号技能学习，储备余额76380958
2021-06-21 余额76380958，失去银子：38,来源代号技能学习，储备余额76380920
2021-06-21 余额76380920，失去银子：56,来源代号技能学习，储备余额76380864
2021-06-21 余额76380864，失去银子：76,来源代号技能学习，储备余额76380788
2021-06-21 余额76380788，失去银子：102,来源代号技能学习，储备余额76380686
2021-06-21 余额76380686，失去银子：134,来源代号技能学习，储备余额76380552
2021-06-21 余额76380552，失去银子：172,来源代号技能学习，储备余额76380380
2021-06-21 余额76380380，失去银子：220,来源代号技能学习，储备余额76380160
2021-06-21 余额76380160，失去银子：278,来源代号技能学习，储备余额76379882
2021-06-21 余额76379882，失去银子：348,来源代号技能学习，储备余额76379534
2021-06-21 余额76379534，失去银子：432,来源代号技能学习，储备余额76379102
2021-06-21 余额76379102，失去银子：532,来源代号技能学习，储备余额76378570
2021-06-21 余额76378570，失去银子：650,来源代号技能学习，储备余额76377920
2021-06-21 余额76377920，失去银子：786,来源代号技能学习，储备余额76377134
2021-06-21 余额76377134，失去银子：944,来源代号技能学习，储备余额76376190
2021-06-21 余额76376190，失去银子：1126,来源代号技能学习，储备余额76375064
2021-06-21 余额76375064，失去银子：1334,来源代号技能学习，储备余额76373730
2021-06-21 余额76373730，失去银子：1572,来源代号技能学习，储备余额76372158
2021-06-21 余额76372158，失去银子：1838,来源代号技能学习，储备余额76370320
2021-06-21 余额76370320，失去银子：2140,来源代号技能学习，储备余额76368180
2021-06-21 余额76368180，失去银子：2476,来源代号技能学习，储备余额76365704
2021-06-21 余额76365704，失去银子：2852,来源代号技能学习，储备余额76362852
2021-06-21 余额76362852，失去银子：3272,来源代号技能学习，储备余额76359580
2021-06-21 余额76359580，失去银子：3736,来源代号技能学习，储备余额76355844
2021-06-21 余额76355844，失去银子：4248,来源代号技能学习，储备余额76351596
